Month,Year,Quarter,Month_Name,Month_Index,User_Month_Key,Department_Month_Key,User_ID,Employee_Label,Department,Business_Unit,Role_Level,Location,Hire_Date,Training_Status,AI_Training_Date,AI_Champion,License_Tier,Active_Flag,New_User_Flag,Retained_User_Flag,Reactivated_User_Flag,Churned_User_Flag,First_Active_Month,Adoption_Stage,AI_Maturity_Score,User_Month_Messages,User_Month_Cost_USD,User_Month_Hours_Saved,User_Month_Value_USD,User_Month_ROI_Pct,Activity_ID,Tool,Tool_Category,Use_Case,Channel,Sessions,Messages,Days_Active,Active_Minutes,Input_Tokens,Output_Tokens,Usage_Cost_USD,License_Cost_USD,Total_Cost_USD,Estimated_Hours_Saved,Estimated_Value_USD,ROI_Pct,Satisfaction_Score,Successful_Response_Pct,Policy_Compliance_Pct,Sensitive_Data_Incidents,Escalations,Automation_Runs,Avg_Response_Time_Sec,Department_Headcount,Department_Active_Users,Department_Adoption_Rate_Pct,Adoption_Target_Pct,Adoption_Target_Gap_Pct,Active_User_Target,Message_Target,Department_Month_Messages,Department_Month_Cost_USD,Monthly_Budget_USD,Budget_Variance_USD,Department_Month_Hours_Saved,Hours_Saved_Target,Satisfaction_Target
2025-01-01,2025,Q1,January,1,U0314_2025-01,Legal_2025-01,U0314,Employee 314,Legal,Corporate,Individual Contributor,Santiago,2024-08-07,Not Trained,,No,Standard,0,0,0,0,0,,Not Active,0,0,0,0,0,0,I000314,No Activity,No Activity,No Activity,No Activity,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,0,,14,0,0.0,12.6,-12.6,2,150,0,0.0,418.0,418.0,0.0,12.0,4.0
2025-01-01,2025,Q1,January,1,U0315_2025-01,Legal_2025-01,U0315,Employee 315,Legal,Corporate,Individual Contributor,Santiago,2021-08-19,Not Trained,2025-09-01,No,Premium,0,0,0,0,0,,Not Active,0,0,0,0,0,0,I000315,No Activity,No Activity,No Activity,No Activity,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,0,,14,0,0.0,12.6,-12.6,2,150,0,0.0,418.0,418.0,0.0,12.0,4.0
2025-01-01,2025,Q1,January,1,U0316_2025-01,Legal_2025-01,U0316,Employee 316,Legal,Corporate,Individual Contributor,Santiago,2023-04-27,Not Trained,2025-11-01,No,Standard,0,0,0,0,0,,Not Active,0,0,0,0,0,0,I000316,No Activity,No Activity,No Activity,No Activity,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,0,,14,0,0.0,12.6,-12.6,2,150,0,0.0,418.0,418.0,0.0,12.0,4.0
2025-01-01,2025,Q1,January,1,U0317_2025-01,Legal_2025-01,U0317,Employee 317,Legal,Corporate,Individual Contributor,Santiago,2022-05-22,Not Trained,2025-12-01,Yes,Standard,0,0,0,0,0,,Not Active,0,0,0,0,0,0,I000317,No Activity,No Activity,No Activity,No Activity,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,0,,14,0,0.0,12.6,-12.6,2,150,0,0.0,418.0,418.0,0.0,12.0,4.0
2025-01-01,2025,Q1,January,1,U0318_2025-01,Legal_2025-01,U0318,Employee 318,Legal,Corporate,Manager,Remote,2024-01-13,Not Trained,,No,Standard,0,0,0,0,0,,Not Active,0,0,0,0,0,0,I000318,No Activity,No Activity,No Activity,No Activity,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,0,,14,0,0.0,12.6,-12.6,2,150,0,0.0,418.0,418.0,0.0,12.0,4.0
2025-01-01,2025,Q1,January,1,U0319_2025-01,Legal_2025-01,U0319,Employee 319,Legal,Corporate,Manager,Santiago,2023-02-19,Not Trained,2025-10-01,Yes,Standard,0,0,0,0,0,,Not Active,0,0,0,0,0,0,I000319,No Activity,No Activity,No Activity,No Activity,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,0,,14,0,0.0,12.6,-12.6,2,150,0,0.0,418.0,418.0,0.0,12.0,4.0
2025-01-01,2025,Q1,January,1,U0320_2025-01,Legal_2025-01,U0320,Employee 320,Legal,Corporate,Specialist,Santiago,2025-07-17,Not Trained,2026-01-01,No,Standard,0,0,0,0,0,,Not Active,0,0,0,0,0,0,I000320,No Activity,No Activity,No Activity,No Activity,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,0,,14,0,0.0,12.6,-12.6,2,150,0,0.0,418.0,418.0,0.0,12.0,4.0
2025-02-01,2025,Q1,February,2,U0001_2025-02,Sales_2025-02,U0001,Employee 001,Sales,Commercial,Director,Santiago,2023-09-01,Not Trained,2025-06-01,No,Premium,0,0,0,0,0,,Not Active,0,0,0,0,0,0,I000321,No Activity,No Activity,No Activity,No Activity,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,0,,64,10,15.6,27.3,-11.7,17,1649,434,300.0,1545.6,1245.6,32.2,131.9,4.0
2025-02-01,2025,Q1,February,2,U0002_2025-02,Sales_2025-02,U0002,Employee 002,Sales,Commercial,Individual Contributor,Santiago,2018-05-05,Not Trained,2025-06-01,Yes,Standard,0,0,0,0,0,,Not Active,0,0,0,0,0,0,I000322,No Activity,No Activity,No Activity,No Activity,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,0,,64,10,15.6,27.3,-11.7,17,1649,434,300.0,1545.6,1245.6,32.2,131.9,4.0
2025-02-01,2025,Q1,February,2,U0003_2025-02,Sales_2025-02,U0003,Employee 003,Sales,Commercial,Manager,Concepción,2021-06-20,Not Trained,2025-04-01,No,Standard,0,0,0,0,1,2025-01-01,Not Active,0,0,0,0,0,0,I000323,No Activity,No Activity,No Activity,No Activity,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,0,,64,10,15.6,27.3,-11.7,17,1649,434,300.0,1545.6,1245.6,32.2,131.9,4.0
2025-02-01,2025,Q1,February,2,U0004_2025-02,Sales_2025-02,U0004,Employee 004,Sales,Commercial,Individual Contributor,Concepción,2017-03-05,Not Trained,2025-04-01,No,Standard,0,0,0,0,0,,Not Active,0,0,0,0,0,0,I000324,No Activity,No Activity,No Activity,No Activity,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,0,,64,10,15.6,27.3,-11.7,17,1649,434,300.0,1545.6,1245.6,32.2,131.9,4.0
2025-02-01,2025,Q1,February,2,U0005_2025-02,Sales_2025-02,U0005,Employee 005,Sales,Commercial,Director,Remote,2023-05-22,Not Trained,2025-06-01,No,Standard,0,0,0,0,0,,Not Active,0,0,0,0,0,0,I000325,No Activity,No Activity,No Activity,No Activity,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,0,,64,10,15.6,27.3,-11.7,17,1649,434,300.0,1545.6,1245.6,32.2,131.9,4.0
2025-02-01,2025,Q1,February,2,U0006_2025-02,Sales_2025-02,U0006,Employee 006,Sales,Commercial,Manager,Remote,2022-11-09,Not Trained,2025-03-01,No,Standard,0,0,0,0,0,,Not Active,0,0,0,0,0,0,I000326,No Activity,No Activity,No Activity,No Activity,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,0,,64,10,15.6,27.3,-11.7,17,1649,434,300.0,1545.6,1245.6,32.2,131.9,4.0
2025-02-01,2025,Q1,February,2,U0007_2025-02,Sales_2025-02,U0007,Employee 007,Sales,Commercial,Individual Contributor,Valparaíso,2025-10-23,Not Trained,2025-06-01,No,Premium,0,0,0,0,0,,Not Active,0,0,0,0,0,0,I000327,No Activity,No Activity,No Activity,No Activity,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,0,,64,10,15.6,27.3,-11.7,17,1649,434,300.0,1545.6,1245.6,32.2,131.9,4.0
2025-02-01,2025,Q1,February,2,U0008_2025-02,Sales_2025-02,U0008,Employee 008,Sales,Commercial,Individual Contributor,Santiago,2018-12-12,Not Trained,,No,Premium,0,0,0,0,0,,Not Active,0,0,0,0,0,0,I000328,No Activity,No Activity,No Activity,No Activity,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,0,,64,10,15.6,27.3,-11.7,17,1649,434,300.0,1545.6,1245.6,32.2,131.9,4.0
2025-02-01,2025,Q1,February,2,U0009_2025-02,Sales_2025-02,U0009,Employee 009,Sales,Commercial,Individual Contributor,Santiago,2023-03-16,Not Trained,2025-05-01,Yes,Standard,0,0,0,0,0,,Not Active,0,0,0,0,0,0,I000329,No Activity,No Activity,No Activity,No Activity,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,0,,64,10,15.6,27.3,-11.7,17,1649,434,300.0,1545.6,1245.6,32.2,131.9,4.0
2025-02-01,2025,Q1,February,2,U0010_2025-02,Sales_2025-02,U0010,Employee 010,Sales,Commercial,Individual Contributor,Concepción,2023-07-10,Trained,2025-01-01,No,Premium,0,0,0,0,0,,Not Active,0,0,0,0,0,0,I000330,No Activity,No Activity,No Activity,No Activity,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,0,,64,10,15.6,27.3,-11.7,17,1649,434,300.0,1545.6,1245.6,32.2,131.9,4.0
2025-02-01,2025,Q1,February,2,U0011_2025-02,Sales_2025-02,U0011,Employee 011,Sales,Commercial,Individual Contributor,Santiago,2022-04-11,Not Trained,2025-08-01,Yes,Premium,1,0,1,0,0,2025-01-01,Explorer,46,39,30.0,2.6,64.09,113.6,A000331,Microsoft Copilot,Enterprise Assistant,Meeting Summaries,Desktop,3,39,1,80,21484,10137,0.0,30,30.0,2.6,64.09,113.6,3.4,88.0,95.2,0,0,0,2.04,64,10,15.6,27.3,-11.7,17,1649,434,300.0,1545.6,1245.6,32.2,131.9,4.0
2025-02-01,2025,Q1,February,2,U0012_2025-02,Sales_2025-02,U0012,Employee 012,Sales,Commercial,Individual Contributor,Santiago,2021-07-23,Not Trained,2025-03-01,No,Standard,0,0,0,0,0,,Not Active,0,0,0,0,0,0,I000332,No Activity,No Activity,No Activity,No Activity,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,0,,64,10,15.6,27.3,-11.7,17,1649,434,300.0,1545.6,1245.6,32.2,131.9,4.0
2025-02-01,2025,Q1,February,2,U0013_2025-02,Sales_2025-02,U0013,Employee 013,Sales,Commercial,Specialist,Concepción,2025-07-15,Not Trained,2025-04-01,No,Standard,0,0,0,0,0,,Not Active,0,0,0,0,0,0,I000333,No Activity,No Activity,No Activity,No Activity,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,0,,64,10,15.6,27.3,-11.7,17,1649,434,300.0,1545.6,1245.6,32.2,131.9,4.0
2025-02-01,2025,Q1,February,2,U0014_2025-02,Sales_2025-02,U0014,Employee 014,Sales,Commercial,Manager,Valparaíso,2023-05-28,Not Trained,2025-05-01,No,Premium,0,0,0,0,0,,Not Active,0,0,0,0,0,0,I000334,No Activity,No Activity,No Activity,No Activity,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,0,,64,10,15.6,27.3,-11.7,17,1649,434,300.0,1545.6,1245.6,32.2,131.9,4.0
2025-02-01,2025,Q1,February,2,U0015_2025-02,Sales_2025-02,U0015,Employee 015,Sales,Commercial,Individual Contributor,Santiago,2019-02-12,Not Trained,2025-06-01,No,Standard,0,0,0,0,0,,Not Active,0,0,0,0,0,0,I000335,No Activity,No Activity,No Activity,No Activity,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,0,,64,10,15.6,27.3,-11.7,17,1649,434,300.0,1545.6,1245.6,32.2,131.9,4.0
2025-02-01,2025,Q1,February,2,U0016_2025-02,Sales_2025-02,U0016,Employee 016,Sales,Commercial,Individual Contributor,Santiago,2025-11-03,Not Trained,2025-04-01,No,Premium,0,0,0,0,0,,Not Active,0,0,0,0,0,0,I000336,No Activity,No Activity,No Activity,No Activity,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,0,,64,10,15.6,27.3,-11.7,17,1649,434,300.0,1545.6,1245.6,32.2,131.9,4.0
2025-02-01,2025,Q1,February,2,U0017_2025-02,Sales_2025-02,U0017,Employee 017,Sales,Commercial,Individual Contributor,Santiago,2024-09-16,Not Trained,2025-07-01,No,Standard,0,0,0,0,0,,Not Active,0,0,0,0,0,0,I000337,No Activity,No Activity,No Activity,No Activity,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,0,,64,10,15.6,27.3,-11.7,17,1649,434,300.0,1545.6,1245.6,32.2,131.9,4.0
2025-02-01,2025,Q1,February,2,U0018_2025-02,Sales_2025-02,U0018,Employee 018,Sales,Commercial,Manager,Santiago,2013-01-05,Not Trained,2025-05-01,Yes,Standard,0,0,0,0,0,,Not Active,0,0,0,0,0,0,I000338,No Activity,No Activity,No Activity,No Activity,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,0,,64,10,15.6,27.3,-11.7,17,1649,434,300.0,1545.6,1245.6,32.2,131.9,4.0
2025-02-01,2025,Q1,February,2,U0019_2025-02,Sales_2025-02,U0019,Employee 019,Sales,Commercial,Individual Contributor,Santiago,2023-12-15,Not Trained,2025-04-01,No,Standard,0,0,0,0,0,,Not Active,0,0,0,0,0,0,I000339,No Activity,No Activity,No Activity,No Activity,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,0,,64,10,15.6,27.3,-11.7,17,1649,434,300.0,1545.6,1245.6,32.2,131.9,4.0
2025-02-01,2025,Q1,February,2,U0020_2025-02,Sales_2025-02,U0020,Employee 020,Sales,Commercial,Specialist,Valparaíso,2022-08-28,Not Trained,2025-06-01,No,Standard,0,0,0,0,0,,Not Active,0,0,0,0,0,0,I000340,No Activity,No Activity,No Activity,No Activity,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,0,,64,10,15.6,27.3,-11.7,17,1649,434,300.0,1545.6,1245.6,32.2,131.9,4.0
2025-02-01,2025,Q1,February,2,U0021_2025-02,Sales_2025-02,U0021,Employee 021,Sales,Commercial,Individual Contributor,Antofagasta,2021-01-03,Trained,2025-01-01,No,Standard,1,1,0,0,0,2025-02-01,Explorer,37,31,30.0,1.82,40.59,35.3,A000341,Microsoft Copilot,Enterprise Assistant,Sales Enablement,Web,5,31,4,83,19426,6612,0.0,30,30.0,1.82,40.59,35.3,4.3,93.0,97.1,0,0,0,3.91,64,10,15.6,27.3,-11.7,17,1649,434,300.0,1545.6,1245.6,32.2,131.9,4.0
2025-02-01,2025,Q1,February,2,U0022_2025-02,Sales_2025-02,U0022,Employee 022,Sales,Commercial,Individual Contributor,Santiago,2018-08-22,Trained,2025-02-01,No,Standard,0,0,0,0,0,,Not Active,0,0,0,0,0,0,I000342,No Activity,No Activity,No Activity,No Activity,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,0,,64,10,15.6,27.3,-11.7,17,1649,434,300.0,1545.6,1245.6,32.2,131.9,4.0
2025-02-01,2025,Q1,February,2,U0023_2025-02,Sales_2025-02,U0023,Employee 023,Sales,Commercial,Individual Contributor,Remote,2024-01-28,Not Trained,,Yes,Standard,0,0,0,0,0,,Not Active,0,0,0,0,0,0,I000343,No Activity,No Activity,No Activity,No Activity,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,0,,64,10,15.6,27.3,-11.7,17,1649,434,300.0,1545.6,1245.6,32.2,131.9,4.0
2025-02-01,2025,Q1,February,2,U0024_2025-02,Sales_2025-02,U0024,Employee 024,Sales,Commercial,Individual Contributor,Valparaíso,2022-12-01,Trained,2025-01-01,No,Standard,0,0,0,0,0,,Not Active,0,0,0,0,0,0,I000344,No Activity,No Activity,No Activity,No Activity,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,0,,64,10,15.6,27.3,-11.7,17,1649,434,300.0,1545.6,1245.6,32.2,131.9,4.0
2025-02-01,2025,Q1,February,2,U0025_2025-02,Sales_2025-02,U0025,Employee 025,Sales,Commercial,Specialist,Santiago,2020-11-20,Trained,2025-01-01,No,Standard,0,0,0,0,0,,Not Active,0,0,0,0,0,0,I000345,No Activity,No Activity,No Activity,No Activity,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,0,,64,10,15.6,27.3,-11.7,17,1649,434,300.0,1545.6,1245.6,32.2,131.9,4.0
2025-02-01,2025,Q1,February,2,U0026_2025-02,Sales_2025-02,U0026,Employee 026,Sales,Commercial,Individual Contributor,Santiago,2020-05-26,Trained,2025-02-01,No,Standard,0,0,0,0,0,,Not Active,0,0,0,0,0,0,I000346,No Activity,No Activity,No Activity,No Activity,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,0,,64,10,15.6,27.3,-11.7,17,1649,434,300.0,1545.6,1245.6,32.2,131.9,4.0
2025-02-01,2025,Q1,February,2,U0027_2025-02,Sales_2025-02,U0027,Employee 027,Sales,Commercial,Individual Contributor,Antofagasta,2024-12-09,Trained,2025-02-01,No,Standard,1,1,0,0,0,2025-02-01,Explorer,38,37,30.0,3.3,77.7,159.0,A000347,Microsoft Copilot,Enterprise Assistant,Sales Enablement,Teams,5,37,4,63,25394,8550,0.0,30,30.0,3.3,77.7,159.0,3.6,91.3,100,0,0,0,3.12,64,10,15.6,27.3,-11.7,17,1649,434,300.0,1545.6,1245.6,32.2,131.9,4.0
2025-02-01,2025,Q1,February,2,U0028_2025-02,Sales_2025-02,U0028,Employee 028,Sales,Commercial,Individual Contributor,Valparaíso,2024-12-12,Not Trained,2025-03-01,No,Standard,1,1,0,0,0,2025-02-01,Explorer,30,38,30.0,1.8,42.25,40.8,A000348,Microsoft Copilot,Enterprise Assistant,Knowledge Search,Desktop,6,38,5,60,12327,9718,0.0,30,30.0,1.8,42.25,40.8,3.5,89.0,91.6,0,0,0,5.17,64,10,15.6,27.3,-11.7,17,1649,434,300.0,1545.6,1245.6,32.2,131.9,4.0
2025-02-01,2025,Q1,February,2,U0029_2025-02,Sales_2025-02,U0029,Employee 029,Sales,Commercial,Individual Contributor,Santiago,2025-08-21,Not Trained,2025-04-01,Yes,Standard,1,0,1,0,0,2025-01-01,Regular,51,67,30.0,5.56,133.32,344.4,A000349,Microsoft Copilot,Enterprise Assistant,Forecasting,Teams,10,67,8,131,33042,15783,0.0,30,30.0,5.56,133.32,344.4,4.7,91.0,92.0,0,0,0,4.9,64,10,15.6,27.3,-11.7,17,1649,434,300.0,1545.6,1245.6,32.2,131.9,4.0
2025-02-01,2025,Q1,February,2,U0030_2025-02,Sales_2025-02,U0030,Employee 030,Sales,Commercial,Specialist,Santiago,2023-02-02,Not Trained,2025-07-01,No,Premium,0,0,0,0,0,,Not Active,0,0,0,0,0,0,I000350,No Activity,No Activity,No Activity,No Activity,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,0,,64,10,15.6,27.3,-11.7,17,1649,434,300.0,1545.6,1245.6,32.2,131.9,4.0
2025-02-01,2025,Q1,February,2,U0031_2025-02,Sales_2025-02,U0031,Employee 031,Sales,Commercial,Individual Contributor,Santiago,2013-02-06,Not Trained,,No,Standard,0,0,0,0,0,,Not Active,0,0,0,0,0,0,I000351,No Activity,No Activity,No Activity,No Activity,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,0,,64,10,15.6,27.3,-11.7,17,1649,434,300.0,1545.6,1245.6,32.2,131.9,4.0
2025-02-01,2025,Q1,February,2,U0032_2025-02,Sales_2025-02,U0032,Employee 032,Sales,Commercial,Individual Contributor,Santiago,2020-02-20,Not Trained,2025-06-01,No,Standard,1,0,1,0,0,2025-01-01,Explorer,39,42,30.0,3.68,87.98,193.3,A000352,Microsoft Copilot,Enterprise Assistant,Sales Enablement,Desktop,7,42,5,127,23431,12452,0.0,30,30.0,3.68,87.98,193.3,4.3,83.9,93.3,0,1,0,2.02,64,10,15.6,27.3,-11.7,17,1649,434,300.0,1545.6,1245.6,32.2,131.9,4.0
2025-02-01,2025,Q1,February,2,U0033_2025-02,Sales_2025-02,U0033,Employee 033,Sales,Commercial,Individual Contributor,Valparaíso,2021-04-28,Not Trained,2025-03-01,No,Standard,0,0,0,0,0,,Not Active,0,0,0,0,0,0,I000353,No Activity,No Activity,No Activity,No Activity,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,0,,64,10,15.6,27.3,-11.7,17,1649,434,300.0,1545.6,1245.6,32.2,131.9,4.0
2025-02-01,2025,Q1,February,2,U0034_2025-02,Sales_2025-02,U0034,Employee 034,Sales,Commercial,Specialist,Valparaíso,2013-08-10,Not Trained,2025-05-01,No,Standard,0,0,0,0,0,,Not Active,0,0,0,0,0,0,I000354,No Activity,No Activity,No Activity,No Activity,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,0,,64,10,15.6,27.3,-11.7,17,1649,434,300.0,1545.6,1245.6,32.2,131.9,4.0
2025-02-01,2025,Q1,February,2,U0035_2025-02,Sales_2025-02,U0035,Employee 035,Sales,Commercial,Manager,Valparaíso,2024-03-06,Trained,2025-01-01,No,Standard,0,0,0,0,0,,Not Active,0,0,0,0,0,0,I000355,No Activity,No Activity,No Activity,No Activity,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,0,,64,10,15.6,27.3,-11.7,17,1649,434,300.0,1545.6,1245.6,32.2,131.9,4.0
2025-02-01,2025,Q1,February,2,U0036_2025-02,Sales_2025-02,U0036,Employee 036,Sales,Commercial,Individual Contributor,Antofagasta,2023-12-27,Not Trained,2025-05-01,No,Standard,0,0,0,0,0,,Not Active,0,0,0,0,0,0,I000356,No Activity,No Activity,No Activity,No Activity,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,0,,64,10,15.6,27.3,-11.7,17,1649,434,300.0,1545.6,1245.6,32.2,131.9,4.0
2025-02-01,2025,Q1,February,2,U0037_2025-02,Sales_2025-02,U0037,Employee 037,Sales,Commercial,Individual Contributor,Santiago,2023-12-22,Not Trained,2025-06-01,No,Standard,0,0,0,0,0,,Not Active,0,0,0,0,0,0,I000357,No Activity,No Activity,No Activity,No Activity,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,0,,64,10,15.6,27.3,-11.7,17,1649,434,300.0,1545.6,1245.6,32.2,131.9,4.0
2025-02-01,2025,Q1,February,2,U0038_2025-02,Sales_2025-02,U0038,Employee 038,Sales,Commercial,Individual Contributor,Antofagasta,2024-08-22,Not Trained,2025-03-01,No,Standard,0,0,0,0,0,,Not Active,0,0,0,0,0,0,I000358,No Activity,No Activity,No Activity,No Activity,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,0,,64,10,15.6,27.3,-11.7,17,1649,434,300.0,1545.6,1245.6,32.2,131.9,4.0
2025-02-01,2025,Q1,February,2,U0039_2025-02,Sales_2025-02,U0039,Employee 039,Sales,Commercial,Individual Contributor,Concepción,2023-07-07,Trained,2025-02-01,No,Standard,1,1,0,0,0,2025-02-01,Regular,40,51,30.0,4.12,104.74,249.1,A000359,Microsoft Copilot,Enterprise Assistant,Forecasting,Web,6,51,4,155,34656,9944,0.0,30,30.0,4.12,104.74,249.1,3.6,94.7,97.1,0,0,0,4.07,64,10,15.6,27.3,-11.7,17,1649,434,300.0,1545.6,1245.6,32.2,131.9,4.0
2025-02-01,2025,Q1,February,2,U0040_2025-02,Sales_2025-02,U0040,Employee 040,Sales,Commercial,Specialist,Santiago,2023-03-05,Not Trained,2025-07-01,No,Premium,0,0,0,0,1,2025-01-01,Not Active,0,0,0,0,0,0,I000360,No Activity,No Activity,No Activity,No Activity,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,0,,64,10,15.6,27.3,-11.7,17,1649,434,300.0,1545.6,1245.6,32.2,131.9,4.0
2025-02-01,2025,Q1,February,2,U0041_2025-02,Sales_2025-02,U0041,Employee 041,Sales,Commercial,Individual Contributor,Santiago,2023-11-05,Not Trained,2025-05-01,No,Standard,0,0,0,0,0,,Not Active,0,0,0,0,0,0,I000361,No Activity,No Activity,No Activity,No Activity,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,0,,64,10,15.6,27.3,-11.7,17,1649,434,300.0,1545.6,1245.6,32.2,131.9,4.0
2025-02-01,2025,Q1,February,2,U0042_2025-02,Sales_2025-02,U0042,Employee 042,Sales,Commercial,Manager,Santiago,2019-05-10,Trained,2025-02-01,No,Standard,1,1,0,0,0,2025-02-01,Regular,43,67,30.0,3.19,144.59,382.0,A000362,Microsoft Copilot,Enterprise Assistant,Meeting Summaries,Desktop,7,67,3,188,32732,18469,0.0,30,30.0,3.19,144.59,382.0,2.8,89.2,98.1,0,0,0,3.91,64,10,15.6,27.3,-11.7,17,1649,434,300.0,1545.6,1245.6,32.2,131.9,4.0
2025-02-01,2025,Q1,February,2,U0043_2025-02,Sales_2025-02,U0043,Employee 043,Sales,Commercial,Individual Contributor,Santiago,2024-07-13,Not Trained,,No,Standard,0,0,0,0,0,,Not Active,0,0,0,0,0,0,I000363,No Activity,No Activity,No Activity,No Activity,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,0,,64,10,15.6,27.3,-11.7,17,1649,434,300.0,1545.6,1245.6,32.2,131.9,4.0
2025-02-01,2025,Q1,February,2,U0044_2025-02,Sales_2025-02,U0044,Employee 044,Sales,Commercial,Individual Contributor,Antofagasta,2019-02-06,Not Trained,2025-03-01,No,Premium,0,0,0,0,0,,Not Active,0,0,0,0,0,0,I000364,No Activity,No Activity,No Activity,No Activity,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,0,,64,10,15.6,27.3,-11.7,17,1649,434,300.0,1545.6,1245.6,32.2,131.9,4.0
2025-02-01,2025,Q1,February,2,U0045_2025-02,Sales_2025-02,U0045,Employee 045,Sales,Commercial,Specialist,Santiago,2021-08-25,Not Trained,2025-09-01,No,Standard,0,0,0,0,0,,Not Active,0,0,0,0,0,0,I000365,No Activity,No Activity,No Activity,No Activity,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,0,,64,10,15.6,27.3,-11.7,17,1649,434,300.0,1545.6,1245.6,32.2,131.9,4.0
2025-02-01,2025,Q1,February,2,U0046_2025-02,Sales_2025-02,U0046,Employee 046,Sales,Commercial,Specialist,Santiago,2019-01-04,Not Trained,2025-04-01,No,Standard,0,0,0,0,0,,Not Active,0,0,0,0,0,0,I000366,No Activity,No Activity,No Activity,No Activity,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,0,,64,10,15.6,27.3,-11.7,17,1649,434,300.0,1545.6,1245.6,32.2,131.9,4.0
2025-02-01,2025,Q1,February,2,U0047_2025-02,Sales_2025-02,U0047,Employee 047,Sales,Commercial,Individual Contributor,Remote,2023-08-17,Trained,2025-01-01,No,Standard,1,0,1,0,0,2025-01-01,Explorer,45,30,30.0,3.35,85.53,185.1,A000367,Microsoft Copilot,Enterprise Assistant,Forecasting,Teams,2,30,1,76,18572,8426,0.0,30,30.0,3.35,85.53,185.1,3.3,94.1,97.9,0,0,0,4.17,64,10,15.6,27.3,-11.7,17,1649,434,300.0,1545.6,1245.6,32.2,131.9,4.0
2025-02-01,2025,Q1,February,2,U0048_2025-02,Sales_2025-02,U0048,Employee 048,Sales,Commercial,Individual Contributor,Santiago,2024-11-17,Not Trained,2025-04-01,No,Standard,0,0,0,0,0,,Not Active,0,0,0,0,0,0,I000368,No Activity,No Activity,No Activity,No Activity,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,0,,64,10,15.6,27.3,-11.7,17,1649,434,300.0,1545.6,1245.6,32.2,131.9,4.0
2025-02-01,2025,Q1,February,2,U0049_2025-02,Sales_2025-02,U0049,Employee 049,Sales,Commercial,Specialist,Santiago,2024-01-16,Trained,2025-02-01,No,Standard,0,0,0,0,0,,Not Active,0,0,0,0,0,0,I000369,No Activity,No Activity,No Activity,No Activity,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,0,,64,10,15.6,27.3,-11.7,17,1649,434,300.0,1545.6,1245.6,32.2,131.9,4.0
